Organisation_Match,Sector
PROBITAS ENTERPRISE SOLUTIONS LIMITED,Technology
PROBO MEDICAL LTD,Engineering
PROCARE DOMICILIARY SERVICES LTD,Healthcare
PROCARE HEALTH LIMITED,Healthcare
PROCARE HEALTHCARE LTD,Healthcare
PROCARE TEAM LTD,Education
PROCARE WALES LIMITED,Healthcare
PROCEED DATA MANAGEMENT LIMITED,Technology
PROCENTIA LIMITED,Technology
PROCESS PLANT COMPUTING LIMITED,Technology
PROCESS360 LTD,Technology
PROCHECKUP LIMITED,Technology
PROCODE TECHNOLOGY LIMITED,Technology
PROCONVEY LIMITED,Technology
PROCTOR AND MATTHEWS LIMITED,Engineering
PROCURE CARE PROVIDERS LIMITED,Healthcare
PROCUREMENT LEADERS LIMITED,Technology
PRODAPT (UK) LIMITED,Technology
PRODAPT CONSULTING (UK) LIMITED,Technology
"PRODEGE UK, LTD",Technology
PRODENT SPANISH PLACE LIMITED,Healthcare
PRODO SOCIAL SOFTWARE LTD,Technology
PRODUCT SERVICE HEALTH (PSH) LTD,Healthcare
PROFESSIONAL CONSTRUCTION DESIGN SERVICES LIMITED,Engineering
PROFESSIONAL HEALTHCARE SERVICES LIMITED,Healthcare
PROFESSIONAL LEARNING AND CONSULTING HUB LIMITED,Technology
PROFESSIONAL REFRIGERATION LTD,Engineering
PROFESSIONAL SOCIAL NETWORKS LTD,Technology
PROFESSIONALS CARE FOR YOU LIMITED,Healthcare
PROFICIENT COMMUNITY CARE SERVICES LIMITED,Healthcare
PROFICIENT MEDICAL LIMITED,Healthcare
PROFICIO CONSULTANTS LIMITED,Technology
PROFILE BOOKS LIMITED,Technology
PROFILE FINANCIAL SOLUTIONS LTD,Finance
PROFINDA LIMITED,Technology
PROFITROOM LTD,Technology
PROFORECAST LTD,Technology
PROFOUND HOUSING AND SUPPORT LTD,Healthcare
PROFUSE CARE LTD,Healthcare
PROGENY WEALTH LIMITED,Finance
PROGRAMMAI LIMITED,Technology
PROGRESS SCHOOLS LIMITED,Education
PROGRESSIVE IT SERVICES LTD,Technology
PROGRESSIVE TECHNOLOGY LIMITED,Engineering
PROGRESSIVE TECHNOLOGY SOLUTIONS LIMITED,Technology
PROHIRE SOFTWARE LIMITED,Technology
PROIMMUNE LIMITED,Healthcare
PROJECT 3 MOBILITY R&D UK LIMITED,Engineering
PROJECT CARE LIMITED,Healthcare
PROJECT EIDOS LIMITED,Technology
PROJECT PEOPLE LIMITED,Technology
PROJECT TRANSFORM LTD,Technology
PROJECTIVE LIMITED,Technology
PROJECTS EXPERT UK LIMITED,Technology
PROJEX CELLULAR INFRASTRUCTURE UK LIMITED,Technology
PROJUKTI TEAM LIMITED,Technology
PROKARIUM LIMITED,Engineering
PROKOPE CONSULTING LTD,Technology
PROLIBERTAS CARE SOLUTIONS LIMITED,Healthcare
PROLIFICS TESTING UK LIMITED,Technology
PROLION LTD,Technology
PROLOGIK AUTOMATION LTD,Technology
PROMADE SOLUTIONS LTD,Technology
PROMAKE LTD,Engineering
PROMATRIX SOLUTIONS PVT LTD,Technology
PROMENTUM LIMITED,Technology
PROMETHEUS ENTERPRISES U.K. LIMITED,Technology
PROMETHEUX LIMITED,Technology
PROMISE DENTAL SERVICES LIMITED,Healthcare
PROMISING HEALTHCARE LIMITED,Healthcare
PROMNI HEALTH LIMITED,Healthcare
PROMO FINANCE LTD,Finance
PROMOTING YOUTH LTD,Healthcare
PROMOTIZE LTD,Technology
PRONET GAMING LTD,Technology
PROOFPOINT LIMITED,Technology
PROPDEVELOP LTD.,Technology
PROPEL FINANCE PLC,Finance
PROPEL TECH LTD,Technology
PROPELLER COMMUNICATIONS LTD,Technology
PROPENSIO FINANCE LIMITED,Finance
PROPERTYFLOW TECHNOLOGIES LTD,Technology
PROPHARMA GROUP MIS LIMITED,Technology
PROPHIX UK LIMITED,Technology
PROPTECH AERO LTD,Engineering
PROPUS TECH LTD,Technology
PROQUEST INFORMATION AND LEARNING LIMITED,Technology
PROSEK UK LIMITED,Technology
PROSOL IT (UK) LIMITED,Technology
PROSPECT SPORTING INSIGHTS LIMITED,Technology
PROSPECTOR PRO LIMITED,Technology
PROSPER AND ENTERPRISE LIMITED,Healthcare
PROSPER ROBOTICS LTD,Technology
PROSPERITY NETWORK LTD,Education
PROSPERON NETWORKS LTD,Technology
PROSPEROUS CARE LTD,Healthcare
PROSPIRE TECHNOLOGIES LTD,Technology
PROSPOT LIMITED,Engineering
PROSTATE CANCER UK,Technology
PROTEA CARE HOMES (KENT) LTD,Healthcare
PROTEA WAL LIMITED,Healthcare
PROTEAN ELECTRIC LIMITED,Engineering
PROTEC GROUP LTD,Engineering
PROTECH STAINLESS LTD,Engineering
PROTECHNING LIMITED,Engineering
PROTECT THE WILD LTD,Technology
PROTECTHAND CARE LTD,Healthcare
PROTECTIVE CARE GROUP LIMITED,Healthcare
PROTEGRITY EUROPE LIMITED,Technology
PROTEK GROUP LIMITED,Finance
PROTEOTYPE DIAGNOSTICS LTD,Engineering
PROTEUS FACADES LIMITED,Engineering
PROTEUS TIDAL (SCOTLAND) LIMITED,Engineering
PROTIZE LTD,Engineering
PROTON PAYMENTS LIMITED,Technology
PROTON TECHNOLOGIES LTD,Technology
PROTOSTAR GROUP LIMITED,Engineering
PROVA HEALTH LIMITED,Healthcare
PROVAR LIMITED,Technology
PROVEN STRATEGY LTD,Technology
PROVENCA CAPITAL LIMITED,Technology
PROVENTEQ LIMITED,Technology
PROVIDE COMMUNITY INTEREST COMPANY,Healthcare
PROVIDE HOMECARE LTD,Healthcare
PROVIDENCE DENTAL LIMITED,Healthcare
PROVISIO CARE GROUP LIMITED,Healthcare
PROVISION CARE LTD,Healthcare
PROXYMITY LIMITED,Technology
PRS CONSULTANCY SERVICES LTD,Technology
PRUDENCE SUPPORTED LIVING LIMITED,Healthcare
PRUDENT CARE HOMES LIMITED,Healthcare
PRUDENT SUPPORTED LIVING LTD,Healthcare
PRUNE PAYMENTS LTD,Finance
PRYCE & CO LIMITED,Healthcare
PSC SERVICE COMPANY LIMITED,Finance
PSI SERVICES (UK) LIMITED,Technology
PSICON LIMITED,Healthcare
PSIQUANTUM LTD,Technology
PSK CHELTENHAM LTD,Engineering
PSK DESIGN LTD,Engineering
PSK METONYM SYSTEMS LTD,Technology
PSS TECH SERVICES LTD,Technology
PSYCARE LIMITED,Healthcare
PSYCHIATRY PLUS LTD,Healthcare
PSYKHE LTD,Technology
PT MASSAGE GROUP LTD,Healthcare
PUBITY GROUP LTD,Technology
PUBLISHERR LIMITED,Technology
PUBNUB UK LIMITED,Technology
PULSANT LIMITED,Technology
PULSAR CONSULTING LTD,Technology
PULSAR EUROPE LIMITED,Technology
PULSE BUSINESS SOFTWARE LIMITED,Technology
PULSE HEALTH GROUP LIMITED,Healthcare
PULSE LIGHT CLINIC (UK) LTD,Healthcare
PUMA ENGINEERING & CONSTRUCTION LIMITED,Engineering
PUMA INVESTMENT MANAGEMENT LIMITED,Finance
PUNATI CONSULTING LIMITED,Technology
PUNEETH CONSULTANTS LTD,Technology
PUNGO LTD,Technology
PUNJAB NATIONAL BANK (INTERNATIONAL) LIMITED,Finance
PUPIL PROGRESS LIMITED,Technology
PUPPET LABS LIMITED,Technology
PURDEX LIMITED,Technology
PURDICOM LIMITED,Technology
PURE CARE SUPPORT LIMITED,Healthcare
PURE COLD LIMITED,Engineering
PURE DENTAL SURGERY LIMITED,Healthcare
PURE DOUBLE GLAZING LTD,Engineering
PURE ENERGI LIMITED,Technology
PURE IP LIMITED,Technology
PURE MOMENTS LTD,Healthcare
PURE RETIREMENT LIMITED,Finance
PURE SPORTS MEDICINE LIMITED,Healthcare
PURE STORAGE UK LIMITED,Technology
PURE TECH CONSULTANCY LIMITED,Technology
PURE VISION EYE CARE LIMITED,Healthcare
PURE WELLNESS CENTRE LIMITED,Healthcare
PUREAN SOLUTIONS AND TECHNOLOGY LTD,Technology
PURECODE LTD,Technology
PUREPRO SOLUTIONS LIMITED,Technology
PURESOUL CARE LTD,Healthcare
PURESPRING THERAPEUTICS LIMITED,Engineering
PURIFY TECHNOLOGY LTD,Technology
PURMO GROUP (UK) LTD,Engineering
PURPLE BEARD LTD,Technology
PURPLE BEES LTD,Technology
PURPLE FLOWER CARE LTD,Healthcare
PURPLE LILAC HEALTHCARE LIMITED,Healthcare
PURPLE LION DAY NURSERIES BUCKHURST HILL LTD,Healthcare
PURPLE MATRIX LIMITED,Technology
PURPLE MIGHTY LTD,Healthcare
PURPLE PAY UMBRELLA LIMITED,Technology
PURPLE SOCIAL CARE LTD,Healthcare
PURPLE WILLOWS LTD,Education
PURPLE-BUD CARE LTD,Healthcare
PURPLE-I LIMITED,Technology
PURVIEW CONSULTANCY SERVICES LTD,Technology
PUSAJEV LTD,Healthcare
PUSH GROUP LIMITED,Technology
PUSH LABS LIMITED,Technology
PUSH TECHNOLOGY LIMITED,Technology
PUSHKIN HOUSE TRUST,Education
PUSULA CUSTOMER EXPERIENCE UK LTD,Technology
PUTNEY DENTAL SURGERY LTD,Healthcare
PUUNNAMII CREEATIVE LIMITED,Technology
PVCASE UK LTD,Technology
PVS INFOTECH LTD,Technology
PVTL LIMITED,Technology
PWP ARCHITECTS LIMITED,Engineering
PX3 PARTNERS LIMITED,Finance
PXD LIMITED,Engineering
PY ANALYTICS LTD,Technology
PYNEA TECHNOLOGY LIMITED,Technology
PYRALINK INNOVATION LTD,Technology
PYROBAN LIMITED,Engineering
PYROGENESYS LTD,Engineering
PYTHAGORAS CAPITAL LIMITED,Finance
Q CARE LIMITED,Healthcare
Q CHI LIMITED,Technology
Q&L-OSTECH LIMITED,Technology
Q-CTRL UK LIMITED,Engineering
QA LIMITED,Education
QA POINT LTD,Technology
QA TEST PROFESSIONALS LTD,Technology
QA-UK LIMITED,Engineering
QAHE LIMITED,Education
QALAM ACADEMY FOR EXCELLENCE LIMITED,Education
QARIK GROUP LIMITED,Technology
QASTCO LIMITED,Technology
QATALOG LTD,Technology
QATALYST PARTNERS LIMITED,Finance
QAWORKFORCE LTD,Technology
QB FINANCIALS LTD,Finance
QBARTER TECHNOLOGY AND SERVICES LIMITED,Technology
QBOTS ENERGY LTD,Technology
QBYTE COMPUTING LIMITED,Technology
QD HOLDINGS LIMITED,Finance
QD HORSHAM LTD,Healthcare
QDD SURGERY LIMITED,Healthcare
QDOT TECHNOLOGY LTD,Engineering
QE DEVELOPMENT HOLDCO LTD,Finance
QED FOUNDATION LIMITED,Healthcare
QED INVESTORS UK LIMITED,Finance
QED STRUCTURES LTD,Engineering
QEGS BLACKBURN ACADEMY TRUST,Education
QEGSMAT,Education
QEPOS SOLUTION LIMITED,Technology
QFEX INTERNATIONAL LTD.,Finance
QGATE SOFTWARE LIMITED,Technology
QH CARE SERVICES LIMITED,Healthcare
QH IP LTD,Healthcare
QH ST MARY'S LIMITED,Healthcare
QIAGEN LIMITED,Healthcare
QIB (UK) PLC,Finance
QIC EUROPEAN INVESTMENT SERVICES LIMITED,Finance
QIKK NETWORK SOLUTIONS LTD,Technology
QIMA (UK) LIMITED,Finance
QIO TECHNOLOGIES LTD,Technology
QLIK SOLUTIONS LIMITED,Technology
QLIKZ LTD,Technology
QLOGIC INC LTD,Technology
QMETRIC GROUP LIMITED,Finance
QMULUS SOLUTIONS LIMITED,Technology
QNAP UK LIMITED,Technology
QODA CONSULTING LTD,Engineering
QODEA LIMITED,Technology
QODEA TECHNOLOGY LIMITED,Technology
QOMPLY LIMITED,Technology
QP ONLINE LIMITED,Engineering
QPC LIMITED,Technology
QSR TRADING LIMITED,Finance
QUAD NETWORK SOLUTIONS LTD,Technology
QUAD UK MIDCO 2 LIMITED,Finance
QUADCONSULT LTD,Engineering
QUADIENT UK LIMITED,Engineering
QUADRAM INSTITUTE BIOSCIENCE,Engineering
QUADRANT HARMON CONSULTING LIMITED,Engineering
QUADRATURE CAPITAL LIMITED,Finance
QUADRATURE CLIMATE FOUNDATION,Engineering
QUADWAVE CONSULTING UK LIMITED,Technology
QUAIFE.NET LIMITED,Finance
QUAINTSYSS LTD,Engineering
QUAISR LIMITED,Technology
QUALIENT TECHNOLOGY SOLUTIONS UK LIMITED,Technology
QUALIS FLOW LIMITED,Technology
QUALITIES SERVICES LTD,Healthcare
QUALITY & COMPASSION LTD,Healthcare
QUALITY CARE & RECRUITMENT SOLUTIONS LIMITED,Healthcare
QUALITY CARE (SC) LIMITED,Healthcare
QUALITY CARE LIMITED COMPANY LIMITED,Healthcare
QUALITY CARE SERVICES LIMITED,Healthcare
QUALITY DENTAL CARE LIMITED,Healthcare
QUALITY ENGINEERED PRODUCTS LIMITED,Engineering
QUALITY FIRST AND FOREMOST CARE LIMITED,Healthcare
QUALITY LIFE MATTERS CARE SERVICES LTD,Healthcare
QUALITY PROCESS LIMITED,Technology
QUALITY PROTECTS CHILDREN LTD,Healthcare
QUALITYONE CONSULTANCY LIMITED,Technology
QUALRISK LTD,Finance
QUALYS LIMITED,Technology
QUANT GROUP LTD,Technology
QUANTAMIC SOLUTIONS LIMITED,Technology
QUANTBOT TECHNOLOGIES LTD,Finance
QUANTBOX RESEARCH UK LTD,Technology
QUANTCAST LIMITED,Technology
QUANTEAM UK LIMITED,Technology
QUANTEMOL LIMITED,Technology
QUANTFURY TRADING UK LIMITED,Finance
QUANTIFI LIMITED,Technology
QUANTIPHI LIMITED,Technology
QUANTITATIVE BROKERS UK LIMITED,Technology
QUANTIUM LIMITED,Technology
QUANTIUM TECHNOLOGY LTD,Technology
QUANTIVE TECHNOLOGIES UK LIMITED,Technology
QUANTSPARK LIMITED,Technology
QUANTUM BASE LIMITED,Engineering
QUANTUM FINANCIAL ADVISERS LTD,Finance
QUANTUM FINTECH LEAP LIMITED,Technology
QUANTUM I COMPUTING LIMITED,Technology
QUANTUM LIGHT MANAGEMENT LTD,Technology
QUANTUM METRIC (UK) LIMITED,Technology
QUANTUM MOTION TECHNOLOGIES LIMITED,Technology
QUANTUM REAL ESTATE PARTNERS LTD,Finance
QUANTUM TURNED PARTS LIMITED,Engineering
QUANTUMBYTE IT LTD,Technology
QUANTUMDX GROUP LIMITED,Healthcare
QUANTUS IT SOLUTIONS LTD,Technology
QUARRIERS,Healthcare
QUARRY MOUNT CARE LIMITED,Healthcare
QUARTO PUBLISHING PLC,Technology
QUARTZ DIGITAL LTD,Technology
QUAS HEALTHCARE LTD,Healthcare
QUATROMATIC LTD,Technology
QUAY COURT (CARE CENTRE) LIMITED,Healthcare
QUAYSIDE CARE LIMITED,Healthcare
QUAYWEST HOUSING LTD,Healthcare
QUBE RESEARCH & TECHNOLOGIES LIMITED,Finance
QUBIT HCM LTD,Technology
QUDIT LABS LTD,Technology
QUEEN STREET FINANCE LTD,Finance
QUEEN'S CRESCENT COMMUNITY ASSOCIATION,Healthcare
QUEEN'S GATE SCHOOL TRUST LIMITED,Education
QUEENBEE NURSERY LIMITED,Healthcare
QUEENS PARK COMMUNITY SCHOOL ACADEMY TRUST,Education
QUEENSBERRY NURSERY LIMITED,Education
QUEENSWAY HOMES LTD,Healthcare
QUEENSWOOD SCHOOL LIMITED,Education
QUEEQUEG RENEWABLES LTD,Engineering
QUELL TECH LTD,Technology
QUERCUS REAL ASSETS LIMITED,Finance
QUERY CLICK LIMITED,Technology
QUEST MEAT LTD,Engineering
QUEST RECOVERY SERVICES LIMITED,Healthcare
QUESTO TECHNOLOGIES LTD,Technology
QUEUECO LIMITED,Finance
QUEX ROAD DENTAL SURGERY LTD,Healthcare
QUICK FIX HOUSE LTD,Technology
QUICK RIDE COORDINATION LTD,Technology
QUICK SHOPFRONTS LIMITED,Engineering
QUICK SOLZ LIMITED,Technology
QUICK STUDY LTD,Education
QUICK TO ACT LTD,Technology
QUICKLINK VIDEO DISTRIBUTION SERVICES LIMITED,Technology
QUIKR LTD,Technology
QUINBROOK INFRASTRUCTURE PARTNERS LIMITED,Finance
QUINNOX LIMITED,Technology
QUINT GROUP LIMITED,Finance
QUINTESSENTIAL BRANDS UK HOLDINGS LIMITED,Finance
QUINTESSENTIAL DESIGN SERVICES LIMITED,Engineering
QUINTON HOUSE LIMITED,Healthcare
QUINYX UK LIMITED,Technology
QUL TECHNOLOGIES LIMITED,Technology
QUMRAN CARE LIMITED,Healthcare
QUMU LTD,Technology
QUO VADIS TRUST,Healthcare
QUODOX TRAINING LIMITED,Education
QUOMATIC SOLUTION LIMITED,Technology
QUORI LIMITED,Technology
QUORSO UK LIMITED,Technology
QUORUM CYBER SECURITY LIMITED,Technology
QUOTIENT THERAPEUTICS LIMITED,Engineering
QURED HEALTH LTD,Technology
R & JW CARE LTD,Healthcare
R B A LIMITED,Engineering
R BROWN & K JONES LTD,Healthcare
R H PARTNERSHIP ARCHITECTS LIMITED,Engineering
R P DENTAL LTD,Healthcare
R S FORKLIFTS TRAINING LIMITED,Education
R SONS (HOMES) LIMITED,Healthcare
R SYSTEMS COMPUTARIS INTERNATIONAL LIMITED,Technology
R TECHSOL LIMITED,Technology
R VILLAGE RESTAURANTS SOLUTIONS LIMITED,Technology
R&F CARE LTD,Healthcare
R'EAGLE MINDS LIMITED,Healthcare
R.I.S.E SUPPORT SERVICES LTD,Healthcare
R.J. O'BRIEN LIMITED,Finance
R.W.H. LTD,Healthcare
R3 LIMITED,Engineering
R4G TECH LIMITED,Technology
R4R HOME CARE SERVICE LTD,Healthcare
R8G UK LIMITED,Technology
RA CARE SERVICES LIMITED,Healthcare
RAAGEH CARE LIMITED,Healthcare
RAAM LONDON LIMITED,Healthcare
RAB MICROFLUIDICS RESEARCH AND DEVELOPMENT COMPANY LIMITED,Engineering
RABBIT HOLE LABS LIMITED,Technology
RABTECH LTD,Technology
RAC ENGINEERING COMPANY LIMITED,Engineering
RACING TRANSMISSIONS LTD,Engineering
RACKSPACE LIMITED,Technology
RACONTEUR MEDIA LIMITED,Technology
RAD PROPULSION LTD,Engineering
RADCLIFFE & TAYLOR LIMITED,Finance
RADCLIFFE CARE HOME LTD,Healthcare
RADENTIA TECHNOLOGIES LTD,Technology
RADHA KRISHNA HEALTHCARE LTD,Healthcare
RADIA COMPUTER SERVICES LIMITED,Technology
RADIANCE STAR LTD,Technology
RADIANT CARE SERVICES LTD,Healthcare
RADIANTLIFE LTD,Healthcare
RADICAL FORGE LTD,Technology
RADICON TRANSMISSION UK LIMITED,Engineering
RADISH EDUCATION UK LTD,Technology
RADIT LTD,Technology
RADOM PAY LIMITED,Technology
RAFAEL INTERNATIONAL LIMITED,Technology
RAFLES LIMITED,Healthcare
RAGARFIELD LIMITED,Finance
RAHBER ENTERPRISE LIMITED,Technology
RAHIL SAGGAR LIMITED,Healthcare
RAIA HEALTH LIMITED,Healthcare
RAIDA CARE LONDON LTD,Healthcare
RAIDIAM SERVICES LIMITED,Technology
RAILPEN LIMITED,Finance
RAIN UK LABS LIMITED,Engineering
RAINBOW ANGELS NURSERIES & LEARNING CENTRES LTD,Education
RAINBOW DIAGNOSTICS LTD,Engineering
RAINBOW DIRECT CARE LTD,Healthcare
RAINBOW HEALTH & CARE LTD,Healthcare
RAINBOW HOME CARE SERVICES LTD,Healthcare
RAINBOW HOUSE NURSERY LTD,Education
RAINBOW SOCIAL CARE LIMITED,Healthcare
RAINBOW SOFTWARE SOLUTIONS LIMITED,Technology
RAINFOREST BIDCO LIMITED,Finance
RAINFOREST FOUNDATION UK,Engineering
RAINS CONSULTING LIMITED,Technology
RAINTREE CARE LTD,Healthcare
RAISE HEALTHCARE PVT LTD,Healthcare
RAISIN PLATFORMS LIMITED,Technology
RAISING SOLUTIONS LIMITED,Technology
RAJA HEALTHCARE LIMITED,Healthcare
RAJA SAHIB METAL WORKS LTD,Engineering
RAKHAMIM CARE LTD,Healthcare
RAKON UK LIMITED,Engineering
RAKUTEN SYMPHONY UK LTD,Technology
RALAKDE LTD,Engineering
RALEIGH HOUSE LTD,Healthcare
RAM DENTAL LTD,Healthcare
RAMADA DENTAL LTD,Healthcare
RAMANI CONSULTING LTD,Technology
RAMARK SYSTEMS LIMITED,Technology
RAMBOLL UK LIMITED,Engineering
RAMBUS UK LTD,Technology
RAMCIS LIMITED,Technology
RAMCO DENTAL LIMITED,Healthcare
RAMEEL LIMITED,Technology
RAMON INTERNATIONAL INSURANCE BROKERS LIMITED,Finance
RAMP BUSINESS UK LTD,Technology
RAMP SWAPS LIMITED,Technology
RAMP TECHNOLOGIES LTD,Technology
RAMSAC LIMITED,Technology
RAMTECH CONSULTANT LTD,Technology
RAMYA INFOTECH LIMITED,Technology
RAN PERFORM LIMITED,Technology
RANA BEAUTY AND AESTHETICS LIMITED,Healthcare
RAND EUROPE COMMUNITY INTEREST COMPANY,Engineering
RANDALL CARE HOMES LIMITED,Healthcare
RANE GROUP LTD,Technology
RANGEFORCE SOFTWARE (UK) LTD,Technology
RANOSYS TECHNOLOGIES LTD,Technology
RANSITECH SOLUTIONS LTD,Technology
RAPID ENTERPRISE SOLUTIONS LIMITED,Technology
RAPID HOME WARRANTIES LTD,Finance
RAPID MEDICAL CARE SERVICES LTD,Healthcare
RAPID MEDICAL SERVICES (UK) LIMITED,Healthcare
RAPID-MYCO TECHNOLOGIES LIMITED,Engineering
RAPID7 INTERNATIONAL LIMITED,Technology
RAPIDWALL LTD,Engineering
RAPITA SYSTEMS LIMITED,Technology
RAPTOR DATA LIMITED,Engineering
RARA PLUS LIMITED,Healthcare
RARE LIMITED,Technology
RAS CARE LIMITED,Healthcare
RATCLIFFE COLLEGE,Education
RATED LABS LTD,Technology
RATEGAIN TECHNOLOGIES LIMITED,Technology
RATHBONES GROUP PLC,Finance
RATIONAL UK LIMITED,Engineering
RAUNDS LODGE NURSING HOME LIMITED,Healthcare
RAVDON HEALTH CARE LTD,Healthcare
RAVEEDHA CARE LIMITED,Healthcare
RAVELA LTD,Education
RAVENS CARE LIMITED,Healthcare
RAVENS MEDIA LTD,Technology
RAVENSCOURT LTD,Education
RAVENSCROFT HEALTHCARE LIMITED,Healthcare
RAVENWARE LIMITED,Technology
RAVITECK LTD,Technology
RAVON GROUP LTD,Technology
RAY CAPITAL INVESTMENTS UK LIMITED,Finance
RAY CARE SERVICE LTD,Healthcare
RAY SOLUTIONS LTD,Technology
RAYALASOFT SOLUTIONS LTD,Technology
RAYAN ENTERPRISE SERVICES LTD,Technology
RAYCARE LIMITED,Healthcare
RAYCHANTPAT COMPANY LIMITED,Healthcare
RAYMOND JAMES INVESTMENT SERVICES LIMITED,Finance
RAYMOND JAMES WEALTH MANAGEMENT LIMITED,Finance
RAYNERS (EXTRA CARE HOME) LIMITED,Healthcare
RAYNERS COLLEGE LONDON LIMITED,Education
RAYRON CARE LIMITED,Healthcare
RAYWIND ARC LIMITED,Technology
RAYYAN CARES LIMITED,Healthcare
RAYYANTECH LIMITED,Technology
RAZA HOME CARE LTD,Healthcare
RAZA ISLAMIC EDUCATIONAL CULTURAL CENTRE MARKAZ-E-AHLE SUNNAT,Education
RB TECH SOLUTIONS LTD,Technology
RBK SOLUTION LTD,Healthcare
RBL FIELD HOUSE CARE LTD,Healthcare
RC AESTHETICS LTD,Healthcare
RC TECHNOLOGY LIMITED,Technology
RCCO CREATIVE LTD,Technology
RCF MANAGEMENT (UK) LTD,Finance
RCH CARE HOMES LIMITED,Healthcare
RCH-CARE LIMITED,Healthcare
RCI BANK UK LIMITED,Finance
RCI FINANCIAL SERVICES LIMITED,Finance
RCKA LIMITED,Engineering
RCMIK HEALTH CARE LTD,Healthcare
RD GLOBAL LTD,Technology
RDA MEDICAL LIMITED,Healthcare
RDENTIAL LTD,Healthcare
RDG ENGINEERING (TEMPORARY WORKS) LTD,Engineering
RDK CIVIL ENGINEERING LIMITED,Engineering
RDML LIMITED,Healthcare
RDS CARE LTD,Healthcare
RDSS CARE LIMITED,Healthcare
RDX WORKS LTD,Technology
RE-FORM LANDSCAPE ARCHITECTURE (2023) LIMITED,Finance
RE-FORM LANDSCAPE ARCHITECTURE LIMITED,Engineering
RE-LEASED SOFTWARE COMPANY UK LIMITED,Technology
RE-VANA THERAPEUTICS LTD,Engineering
RE:CO INSIGHTS LTD,Technology
REACH HEALTHCARE SOLUTIONS LTD,Healthcare
REACH ON LTD,Technology
REACH SOUTH ACADEMY TRUST,Education
REACH STUDIOS LIMITED,Technology
REACH TELECOM LIMITED,Technology
REACH2 ACADEMY TRUST,Education
REACHDESK LTD,Technology
REACHOUT24 HEALTHCARE LTD,Healthcare
REACTA BIOTECH LIMITED,Engineering
READ - THE READING AGENCY,Education
READ FOUNDATION,Education
READDLE LABS LTD,Technology
READING SCHOOL,Education
READING SOLUTIONS UK LIMITED,Education
READY CARE PRIVATE LIMITED,Healthcare
READY4LIFE LIMITED,Healthcare
READYPEOPLE LTD,Technology
REAL ASSETS ADVISERS LTD,Finance
REAL CARE SOLUTIONS LTD,Healthcare
REAL HOMECARE LIMITED,Healthcare
REAL IMAGING LTD,Healthcare
REAL PEOPLE LTD,Healthcare
REAL TRANSFER LIMITED,Finance
REALEYES DATA SERVICES LIMITED,Technology
REALITYMINE LIMITED,Technology
REALLY FLEXIBLE CARE LTD,Healthcare
REALM INVESTMENT HOUSE UK LTD,Finance
REALMPARK HEALTH CARE (PETWORTH) LIMITED,Healthcare
REALREDCLICK LTD,Technology
REALTIME TECH LTD,Technology
REALVNC LIMITED,Technology
REAMCARE LIMITED,Healthcare
REASK UK LIMITED,Engineering
REASON CARE LIMITED,Healthcare
REBANK TECHNOLOGIES LIMITED,Technology
REBOOT ONLINE MARKETING LTD,Technology
REBORN CLINIC LIMITED,Healthcare
REBOUND PHYSIOTHERAPY SERVICES LTD,Healthcare
RECHECK LTD,Engineering
RECIRCULATE SYSTEMS LIMITED,Technology
RECO MEDICAL LTD,Engineering
RECO TECHNOLOGIES PRIVATE LIMITED,Technology
RECOGNISE BANK LIMITED,Finance
RECORD PLC,Finance
RECOVER PHYSIOTHERAPY LTD,Healthcare
RECOVERY SUPPORT LIMITED,Healthcare
RECRAFT AI LIMITED,Technology
RECRO ENGINEERING LTD,Engineering
RECRUIT GENIE (EUROPE) LTD,Technology
RECRUITER INSIDER LIMITED,Technology
RECRUITING HUB INTERNATIONAL LTD,Technology
RECRUITMENT SMART TECHNOLOGIES LTD,Technology
RECTORY CARE LIMITED,Healthcare
RECURLY UK LIMITED,Technology
RECURSION LONDON LTD,Engineering
RED BADGER CONSULTING LIMITED,Technology
RED BALLOON EDUCATIONAL TRUST,Education
RED EYE INTERNATIONAL LIMITED,Technology
RED KITE BPM LTD,Technology
RED KITE LEARNING TRUST,Education
RED PANDA SOFTWARE LTD,Technology
RED PHYSIOTHERAPY LTD,Healthcare
RED RHINO CRUSHERS (UK) LIMITED,Engineering
RED RIBBON ASSET MANAGEMENT PLC,Finance
RED ROCKS NURSING HOME LTD,Healthcare
RED ROOFS MIDLANDS LIMITED,Healthcare
RED ROVER INTERACTIVE UK LIMITED,Technology
RED SCARF LIMITED,Technology
RED SMART APPLICATIONS LTD,Technology
RED TECHNOLOGY SOLUTIONS LIMITED,Technology
REDBIRD CAPITAL PARTNERS (UK) LIMITED,Finance
REDBORNE UPPER SCHOOL AND COMMUNITY COLLEGE,Education
REDBRAIN LIMITED,Technology
REDBRIDGE ASSOCIATES LIMITED,Healthcare
REDCOMPASS LIMITED,Technology
REDCROFT CARE HOMES LTD,Healthcare
REDD INTELLIGENCE LTD,Technology
REDEEMED CARE AGENCY LTD,Healthcare
REDEFYN DENTAL & AESTHETICS LTD,Healthcare
REDEMPTION HEALTHCARE AND TRAINING LIMITED,Healthcare
REDEV AI LTD,Technology
REDFORD EDUCATION INTERNATIONAL LTD,Education
REDHAT CAPITAL PLC,Finance
REDHILL ACADEMY TRUST,Education
REDHOLME MEMORY CARE LTD,Healthcare
REDINGTON LIMITED,Finance
REDIS EMEA LTD.,Technology
